name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug,low,high,midpoint,comp_count,comp_names,method
Darnay Holmes,CB,Falcons,UFA,15.4,29.0,1215000.0,0.0,ATL,CB,darnay-holmes,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Tyre Phillips,LG,Browns,UFA,0.0,30.0,1215000.0,0.0,CLE,OL,tyre-phillips,5.0,15.1,10.2,26,"['Jaylon Moore (age 29, $15.0M)', 'Ben Powers (age 31, $13.0M)', 'Jawaan Taylor (age 30, $5.0M)', 'Austin Jackson (age 28, $7.0M)']","26 comps at OL, age 27.0-33.0"
Malik Turner,WR,49ers,UFA,1.5,31.0,1215000.0,0.0,SF,WR,malik-turner,6.4,23.6,22.0,11,"['Marquise Brown (age 30, $5.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'Terry McLaurin (age 31, $29.0M)', 'Christian Watson (age 28, $11.0M)']","11 comps at WR, age 28.0-34.0"
Julian Okwara,EDGE,Browns,UFA,0.0,30.0,1215000.0,0.0,CLE,EDGE,julian-okwara,5.3,21.4,8.5,22,"['Anthony Nelson (age 30, $5.0M)', 'Charles Omenihu (age 30, $4.0M)', 'Malcolm Koonce (age 29, $11.0M)', 'Uchenna Nwosu (age 31, $9.8M)']","22 comps at EDGE, age 27.0-33.0"
Parris Campbell,WR,Cowboys,UFA,0.2,30.0,1215000.0,0.0,DAL,WR,parris-campbell,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Jedrick Wills,LT,Bears,UFA,0.0,28.0,1215000.0,0.0,CHI,OL,jedrick-wills,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Tua Tagovailoa,QB,Falcons,UFA,79.1,29.0,1215000.0,0.0,ATL,QB,tua-tagovailoa,45.2,55.2,52.7,13,"['Lamar Jackson (age 29, $52.0M)', 'Daniel Jones (age 29, $44.0M)', 'Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)']","13 comps at QB, age 26.0-32.0"
Nasir Adderley,S,Colts,UFA,0.0,30.0,1215000.0,0.0,IND,S,nasir-adderley,4.2,13.8,6.5,11,"['Malik Hooker (age 31, $5.0M)', 'Will Harris (age 32, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jessie Bates III (age 30, $16.0M)']","11 comps at S, age 27.0-33.0"
Kemon Hall,CB,Buccaneers,UFA,6.2,30.0,1215000.0,0.0,TB,CB,kemon-hall,4.5,14.3,6.4,15,"['Marshon Lattimore (age 30, $19.4M)', 'Chidobe Awuzie (age 32, $5.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Cobie Durant (age 29, $4.0M)']","15 comps at CB, age 27.0-33.0"
David Sills,WR,Buccaneers,UFA,51.6,32.0,1215000.0,0.0,TB,WR,david-sills,3.8,23.8,19.8,8,"['Demarcus Robinson (age 33, $4.0M)', 'Marquise Brown (age 30, $5.0M)', 'Terry McLaurin (age 31, $29.0M)', 'Mack Hollins (age 34, $4.2M)']","8 comps at WR, age 29.0-35.0"
Michael Deiter,C,Broncos,UFA,0.0,31.0,1215000.0,0.0,DEN,OL,michael-deiter,4.8,15.1,10.2,26,"['Ben Powers (age 31, $13.0M)', 'Kevin Dotson (age 31, $16.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Jawaan Taylor (age 30, $5.0M)']","26 comps at OL, age 28.0-34.0"
D'Angelo Ross,CB,Browns,UFA,3.9,31.0,1215000.0,0.0,CLE,CB,dangelo-ross,4.4,15.2,8.0,13,"['Chidobe Awuzie (age 32, $5.0M)', 'Marlon Humphrey (age 31, $19.5M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)']","13 comps at CB, age 28.0-34.0"
Will Grier,QB,Panthers,UFA,0.0,32.0,1215000.0,0.0,CAR,QB,will-grier,28.8,43.6,38.8,10,"['Jared Goff (age 32, $53.0M)', 'Marcus Mariota (age 34, $7.0M)', 'Baker Mayfield (age 32, $33.3M)', 'Dak Prescott (age 33, $60.0M)']","10 comps at QB, age 29.0-35.0"
Saahdiq Charles,LT,Panthers,UFA,0.0,28.0,1215000.0,0.0,CAR,OL,saahdiq-charles,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Ihmir Smith-Marsette,WR,Cardinals,UFA,0.0,28.0,1215000.0,0.0,ARI,WR,ihmir-smith-marsette,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Amani Oruwariye,CB,Ravens,UFA,0.0,31.0,1215000.0,0.0,BAL,CB,amani-oruwariye,4.4,15.2,8.0,13,"['Chidobe Awuzie (age 32, $5.0M)', 'Marlon Humphrey (age 31, $19.5M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)']","13 comps at CB, age 28.0-34.0"
Tre Avery,CB,Browns,UFA,4.0,30.0,1215000.0,0.0,CLE,CB,tre-avery,4.5,14.3,6.4,15,"['Marshon Lattimore (age 30, $19.4M)', 'Chidobe Awuzie (age 32, $5.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Cobie Durant (age 29, $4.0M)']","15 comps at CB, age 27.0-33.0"
Evan Neal,RG,Giants,UFA,0.0,27.0,1215000.0,0.0,NYG,OL,evan-neal,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Ben Cleveland,RG,Chargers,UFA,0.3,29.0,1215000.0,0.0,LAC,OL,ben-cleveland,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Cole Christiansen,LB,Chiefs,RFA,2.2,30.0,1215000.0,247500.0,KC,LB,cole-christiansen,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Roquan Smith (age 30, $20.0M)', 'Fred Warner (age 30, $21.0M)', 'Foyesade Oluokun (age 30, $15.0M)']","12 comps at LB, age 27.0-33.0"
Terrace Marshall Jr.,WR,Dolphins,UFA,0.0,27.0,1215000.0,0.0,MIA,WR,terrace-marshall-jr,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Troy Andersen,LB,Falcons,UFA,0.0,28.0,1215000.0,0.0,ATL,LB,troy-andersen,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Jack Sanborn,LB,Bears,UFA,20.8,27.0,1215000.0,0.0,CHI,LB,jack-sanborn,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Patrick Taylor,RB,49ers,UFA,0.0,29.0,1215000.0,0.0,SF,RB,patrick-taylor,6.4,11.8,9.7,12,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Saquon Barkley (age 29, $20.6M)', 'Tony Pollard (age 30, $7.2M)']","12 comps at RB, age 26.0-32.0"
Dan Chisena,WR,Panthers,UFA,0.4,30.0,1215000.0,0.0,CAR,WR,dan-chisena,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Nephi Sewell,LB,Bears,RFA,0.0,29.0,1215000.0,0.0,CHI,LB,nephi-sewell,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Velus Jones Jr.,RB,Seahawks,UFA,0.8,30.0,1215000.0,0.0,SEA,RB,velus-jones-jr,6.0,12.4,9.7,10,"['Tony Pollard (age 30, $7.2M)', 'Christian McCaffrey (age 30, $19.0M)', 'Alvin Kamara (age 32, $12.2M)', 'Jordan Mason (age 28, $5.2M)']","10 comps at RB, age 27.0-33.0"
Zach Triner,LS,Giants,UFA,1.9,36.0,1215000.0,0.0,NYG,ST,zach-triner,4.1,4.5,4.2,3,"['Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Justin Tucker (age 37, $6.0M)']","3 comps at ST, age 33.0-39.0"
Levi Onwuzurike,IDL,Lions,UFA,0.0,29.0,1215000.0,0.0,DET,IDL,levi-onwuzurike,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Channing Tindall,LB,Falcons,UFA,0.3,27.0,1215000.0,0.0,ATL,LB,channing-tindall,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Elijah Garcia,IDL,Falcons,RFA,8.0,29.0,1215000.0,0.0,ATL,IDL,elijah-garcia,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Michael Carter,RB,Titans,UFA,34.6,28.0,1215000.0,0.0,TEN,RB,michael-carter,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Dallis Flowers,CB,Bears,RFA,0.0,30.0,1215000.0,0.0,CHI,CB,dallis-flowers,4.5,14.3,6.4,15,"['Marshon Lattimore (age 30, $19.4M)', 'Chidobe Awuzie (age 32, $5.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Cobie Durant (age 29, $4.0M)']","15 comps at CB, age 27.0-33.0"
Jack Jones,CB,49ers,UFA,91.5,30.0,1215000.0,0.0,SF,CB,jack-jones,6.8,21.5,9.6,15,"['Keisean Nixon (age 30, $6.0M)', 'Michael Jackson Sr. (age 30, $5.2M)', 'Marshon Lattimore (age 30, $19.4M)', 'Isaiah Rodgers (age 29, $5.5M)']","15 comps at CB, age 27.0-33.0"
Pierre Strong Jr.,RB,Packers,UFA,0.0,29.0,1215000.0,0.0,GB,RB,pierre-strong-jr,6.4,11.8,9.7,12,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Saquon Barkley (age 29, $20.6M)', 'Tony Pollard (age 30, $7.2M)']","12 comps at RB, age 26.0-32.0"
Bailey Zappe,QB,Jets,UFA,0.0,28.0,1215000.0,0.0,NYJ,QB,bailey-zappe,38.4,44.0,42.0,11,"['Justin Fields (age 28, $11.0M)', 'Jordan Love (age 28, $55.0M)', 'Justin Herbert (age 28, $52.5M)', 'Jalen Hurts (age 28, $51.0M)']","11 comps at QB, age 25.0-31.0"
A.J. Green,CB,Dolphins,UFA,0.7,29.0,1215000.0,0.0,MIA,CB,aj-green,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Tanner Conner,WR,Giants,UFA,18.4,29.0,1215000.0,0.0,NYG,WR,tanner-conner,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Nick Leverett,LG,Cowboys,UFA,0.0,30.0,1215000.0,0.0,DAL,OL,nick-leverett,5.0,15.1,10.2,26,"['Jaylon Moore (age 29, $15.0M)', 'Ben Powers (age 31, $13.0M)', 'Jawaan Taylor (age 30, $5.0M)', 'Austin Jackson (age 28, $7.0M)']","26 comps at OL, age 27.0-33.0"
Ty Chandler,RB,Saints,UFA,4.2,29.0,1215000.0,0.0,NO,RB,ty-chandler,6.4,11.8,9.7,12,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Saquon Barkley (age 29, $20.6M)', 'Tony Pollard (age 30, $7.2M)']","12 comps at RB, age 26.0-32.0"
Samuel Womack,CB,Jets,UFA,11.6,28.0,1215000.0,0.0,NYJ,CB,samuel-womack,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Joe Bachie,LB,Lions,UFA,13.4,29.0,1215000.0,0.0,DET,LB,joe-bachie,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Nick Zakelj,LG,49ers,UFA,2.0,28.0,1215000.0,0.0,SF,OL,nick-zakelj,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Calvin Throckmorton,RG,Broncos,UFA,3.0,31.0,1215000.0,0.0,DEN,OL,calvin-throckmorton,4.8,15.1,10.2,26,"['Ben Powers (age 31, $13.0M)', 'Kevin Dotson (age 31, $16.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Jawaan Taylor (age 30, $5.0M)']","26 comps at OL, age 28.0-34.0"
Sean McKeon,TE,Colts,UFA,0.7,30.0,1215000.0,0.0,IND,TE,sean-mckeon,4.9,10.2,7.2,11,"['Charlie Woerner (age 30, $4.0M)', 'Brock Wright (age 29, $4.0M)', 'T.J. Hockenson (age 30, $10.2M)', 'Colby Parkinson (age 28, $7.5M)']","11 comps at TE, age 27.0-33.0"
Ja'Sir Taylor,CB,Bengals,UFA,12.3,28.0,1215000.0,0.0,CIN,CB,jasir-taylor,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Jay Tufele,IDL,Lions,UFA,20.4,28.0,1215000.0,0.0,DET,IDL,jay-tufele,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Sam Roberts,IDL,Giants,UFA,9.2,29.0,1215000.0,0.0,NYG,IDL,sam-roberts,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Quez Watkins,WR,Eagles,UFA,0.0,29.0,1215000.0,0.0,PHI,WR,quez-watkins,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Darrick Forrest,S,49ers,UFA,0.0,28.0,1215000.0,0.0,SF,S,darrick-forrest,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
Malik Herring,EDGE,Titans,UFA,0.6,30.0,1215000.0,0.0,TEN,EDGE,malik-herring,5.3,21.4,8.5,22,"['Anthony Nelson (age 30, $5.0M)', 'Charles Omenihu (age 30, $4.0M)', 'Malcolm Koonce (age 29, $11.0M)', 'Uchenna Nwosu (age 31, $9.8M)']","22 comps at EDGE, age 27.0-33.0"
Foster Sarell,LT,Commanders,UFA,15.5,29.0,1215000.0,0.0,WAS,OL,foster-sarell,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Robert Rochell,CB,Panthers,UFA,0.0,29.0,1215000.0,0.0,CAR,CB,robert-rochell,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Tim Jones,WR,Jaguars,UFA,2.3,29.0,1215000.0,0.0,JAX,WR,tim-jones,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Marlon Tuipulotu,IDL,Giants,UFA,1.6,28.0,1215000.0,0.0,NYG,IDL,marlon-tuipulotu,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Tyler Johnson,WR,Cowboys,UFA,27.9,29.0,1215000.0,0.0,DAL,WR,tyler-johnson,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Curtis Robinson,LB,Cowboys,UFA,22.9,29.0,1215000.0,0.0,DAL,LB,curtis-robinson,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Sam Kamara,IDL,Browns,UFA,9.1,30.0,1215000.0,0.0,CLE,IDL,sam-kamara,7.0,18.0,9.2,15,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Harrison Phillips (age 31, $7.5M)']","15 comps at IDL, age 27.0-33.0"
Brandon Parker,RT,49ers,UFA,0.0,32.0,1215000.0,0.0,SF,OL,brandon-parker,4.4,12.8,8.0,21,"['Ben Powers (age 31, $13.0M)', ""Brian O'Neill (age 32, $18.5M)"", 'Trent Brown (age 34, $5.5M)', 'Garrett Bradbury (age 32, $4.7M)']","21 comps at OL, age 29.0-35.0"
Larrell Murchison,EDGE,Rams,UFA,11.2,30.0,1215000.0,330300.0,LAR,EDGE,larrell-murchison,5.3,21.4,8.5,22,"['Anthony Nelson (age 30, $5.0M)', 'Charles Omenihu (age 30, $4.0M)', 'Malcolm Koonce (age 29, $11.0M)', 'Uchenna Nwosu (age 31, $9.8M)']","22 comps at EDGE, age 27.0-33.0"
K.J. Osborn,WR,Titans,UFA,0.0,30.0,1215000.0,0.0,TEN,WR,kj-osborn,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Austin Deculus,RT,Titans,UFA,45.1,28.0,1200000.0,25000.0,TEN,OL,austin-deculus,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Larry Borom (age 28, $5.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Blake Grupe,K,Colts,UFA,30.4,29.0,1195000.0,0.0,IND,ST,blake-grupe,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 26.0-32.0"
Jovaughn Gwyn,C,Ravens,UFA,1.0,28.0,1195000.0,0.0,BAL,OL,jovaughn-gwyn,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Phidarian Mathis,IDL,Bills,UFA,12.2,29.0,1195000.0,25000.0,BUF,IDL,phidarian-mathis,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Zonovan Knight,RB,Cardinals,UFA,24.9,26.0,1195000.0,25000.0,ARI,RB,zonovan-knight,6.4,11.2,9.6,9,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Jordan Mason (age 28, $5.2M)']","9 comps at RB, age 23.0-29.0"
Robert Beal Jr.,EDGE,Dolphins,UFA,9.6,28.0,1195000.0,50000.0,MIA,EDGE,robert-beal-jr,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
C.J. Henderson,CB,Falcons,UFA,14.8,29.0,1192500.0,0.0,ATL,CB,cj-henderson,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Kendrick Green,RG,Browns,UFA,0.0,29.0,1192500.0,0.0,CLE,OL,kendrick-green,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Tre Brown,CB,Jets,UFA,5.0,30.0,1192500.0,0.0,NYJ,CB,tre-brown,4.5,14.3,6.4,15,"['Marshon Lattimore (age 30, $19.4M)', 'Chidobe Awuzie (age 32, $5.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Cobie Durant (age 29, $4.0M)']","15 comps at CB, age 27.0-33.0"
Nick Saldiveri,LG,Saints,UFA,0.0,27.0,1186320.0,842280.0,NO,OL,nick-saldiveri,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Zaire Barnes,LB,Giants,UFA,8.3,28.0,1175000.0,250000.0,NYG,LB,zaire-barnes,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Jelani Woods,TE,Jets,UFA,5.7,29.0,1175000.0,0.0,NYJ,TE,jelani-woods,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Chad Muma,LB,Patriots,UFA,5.1,28.0,1170000.0,0.0,NE,LB,chad-muma,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Jakorian Bennett,CB,Eagles,UFA,9.0,27.0,1165897.0,823588.0,PHI,CB,jakorian-bennett,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Kelee Ringo,CB,Eagles,UFA,27.6,25.0,1165232.0,820928.0,PHI,CB,kelee-ringo,8.8,20.4,14.3,8,"['Sauce Gardner (age 25, $30.1M)', 'Derek Stingley Jr. (age 25, $30.0M)', 'Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","8 comps at CB, age 22.0-28.0"
Blake Freeland,LT,Colts,UFA,0.0,26.0,1163972.0,815888.0,IND,OL,blake-freeland,5.5,16.7,11.0,14,"['Broderick Jones (age 26, $4.2M)', 'Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Penei Sewell (age 25, $28.0M)']","14 comps at OL, age 23.0-29.0"
Ambry Thomas,CB,Eagles,UFA,0.0,28.0,1162500.0,17500.0,PHI,CB,ambry-thomas,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Jake Andrews,C,Texans,UFA,94.2,28.0,1162086.0,808344.0,HOU,OL,jake-andrews,8.0,23.1,15.3,24,"['Tristan Wirfs (age 28, $28.1M)', 'Andrew Thomas (age 28, $28.0M)', 'Landon Dickerson (age 28, $21.0M)', 'Mekhi Becton (age 28, $12.5M)']","24 comps at OL, age 25.0-31.0"
